Both Directions at Once: The Lost Album,John Coltrane,8.6
Dead Start Program,John Tejada,6.5
Stankonia,OutKast,9.5
Crooked Shadows,Dashboard Confessional,4.7
Go Dig My Grave,Susanna,6.0
Posthuman,Harm’s Way,6.8
How to Measure the Distance Between Lovers EP,Mija,7.0
Little Dark Age,MGMT,7.0
Rock Island,Palm,6.8
The Two Worlds,Brigid Mae Power,7.4
Drip Season 3,Gunna,5.2
Always Ascending,Franz Ferdinand,6.9
Pissing Stars,Efrim Manuel Menuck,7.8
Metal Aether,Lea Bertucci,7.6
Dream Wife,Dream Wife,6.7
If You’re Into It, I’m Out of It,Christoph De Babalon,8.4
Criminal,The Soft Moon,7.2
There Will Be Rain,Caleb Giles,7.0
Early Tape Works (1986-1993) Vol.1,Kuniyuki Takahashi,6.9
Amen,Rich Brian,5.9
ION,Portal,7.8
The Book Room,Kilchhofer,7.7
Mitteltöner,K. Leimer,7.5
Blood,Rhye,6.3
Microshift,Hookworms,7.9
Full Circle Nightmare,Kyle Craft,4.1
Island Universe Story Four,Helado Negro,7.4
The Well-Tuned Piano 81 X 25 6:17:50 - 11:18:59 PM NYC,La Monte Young,9.5
Pulse/Quartet,Steve Reich,4.9
Quit the Curse,Anna Burch,6.8
起き上がり,Mukqs,7.1
Cosmic Crypt,Mammoth Grinder,7.6
Man of the Woods,Justin Timberlake,3.8
Lionheart,H.C. McEntire,8.0
Outside,Burna Boy,7.7
Open Here,Field Music,7.2
Con Todo El Mundo,Khruangbin,7.6
Follow Them True,Stick in the Wheel,7.7
Slow Fade EP,Daniel Avery,7.0
D’Agala,Sylvie Courvoisier Trio,7.4
Veteran,JPEGMAFIA,7.7
Aren’t U Glad You’re U?,Domo Genesis,4.9
Young & Reckless,OMB Peezy Sherwood Marty,6.8
Impossible Star,Meat Beat Manifesto,6.9
Culture II,Migos,6.4
Big Bossin Vol. 2,Payroll GiovanniCardo,7.8
Oh My,NADINE,6.6
Love Jail,Dommengang,7.0
Snares Like a Haircut,No Age,8.0
Make Me Know You Sweet,Pendant,7.8
The Brown Tape,Ghostface KillahApollo Brown,6.0
Pèze-Piton,RAMZi,7.7
Could It Be Different?,The Spook School,6.8
All Eyez on Me,2Pac,9.4
Fleetwood Mac,Fleetwood Mac,9.0
Vessel of Love,Hollie Cook,7.4
More Disco Songs About Love,De Lux,6.1
Weather or Not,Evidence,7.0
Freedom’s Goblin,Ty Segall,8.1
Beautiful Despair,Television Personalities,6.9
Fabriclive 96,Skream,5.6
The Thread That Keeps Us,Calexico,7.1
Digital Rain,Johnny Jewel,7.4
The Time Is Now,Craig David,5.5
Marble Skies,Django Django,6.9
Down Below,Tribulation,8.0
All Melody,Nils Frahm,7.8
Highly Caffeinated,Curtis Roach,6.3
what people call low self​-​esteem is really just seeing yourself the way that other people see you,awakebutstillinbed,7.7
Un Peu De L’Âme Des Bandits,Aksak Maboul,7.2
I Can Feel You Creep Into My Private Life,Tune-Yards,6.2
The Worm’s Heart,The Shins,6.6
LiE,Mudhoney,6.9
Chris Dave and the Drumhedz,Chris Dave and the Drumhedz,6.2
The House,Porches,6.4
Blue Madonna,BØRNS,5.7
Paranoia 2,Dave East,7.4
Cadence Weapon,Cadence Weapon,7.3
Love/Hate,The-Dream,9.1
Something/Anything?,Todd Rundgren,9.0
Between Two Shores,Glen Hansard,5.7
Time Flying Beats,Matthewdavid,7.1
Rich Hood,Hoodrich Pablo Juan,6.8
The Official Body,Shopping,8.1
Voice Hardcore,Phew,7.5
Ruins,First Aid Kit,6.4
Semicircle,The Go! Team,6.3
How to Solve Our Human Problems, Pt. 2,Belle and Sebastian,7.4
November,SiR,7.2
Somewhere Else,Profligate,6.8
Into One Name,Organ Tapes,7.3
Camila,Camila Cabello,6.8
Songs of Praise,Shame,7.5
Sekundenschlaf,тпсб,7.8
The Dude,Quincy Jones,8.1
Phantom Thread Original Motion Picture Soundtrack,Jonny Greenwood,7.5
Punken,Maxo Kream,7.6
Sun Ra Plays Gershwin,Sun Ra,6.6
Vision Songs, Vol. 1,Laraaji,6.7
Gumboot Soup,King Gizzard & The Lizard Wizard,7.7
Life of a Dark Rose,Lil Skies,6.4
Winter in America,Gil Scott-HeronBrian Jackson,9.3
Wrong Creatures,Black Rebel Motorcycle Club,5.8
Song of Silver Geese,Jen Shyu,7.4
Weekend Rocker,Booji Boys,7.0
A Day With the Homies,Panda Bear,6.6
G.O.A.T.,Conway,6.5
Mr. Wollogallu,Carlos Maria TrindadeNuno Canavarro,7.0
Just for Us,Francis and the Lights,6.6
El Gato: The Human Glacier,Gucci Mane,7.3
No Dogs Allowed,Sidney Gish,7.7
Nasty Gal,Betty Davis,8.4
The Wasted Years,The Jazz Butcher,6.7
The Ghetto,RJMrLADJ Mustard,7.2
Ephorize,CupcakKe,8.3
sovereign nose of (y)​our arrogant face,Scallops Hotel,7.6
To Infinity,Special Explosion,7.5
DH00278 (Live From The O2, London, 12/16/2016),The 1975,7.1
Good Job No Conversation,Vera,6.8
Shells 2,Shells,7.6
Hats,The Blue Nile,8.8
Exposure,Esperanza Spalding,7.7
Urge to Merge,Birthing Hips,7.0
Water Memory,Emily A. Sprague,7.6
POST-,Jeff Rosenstock,8.2
Cold Devil,Drakeo the Ruler,7.9
Bright: The Album,Various Artists,3.2
Dedication 6,Lil Wayne,5.8
Lady Bird (Original Motion Picture Soundtrack),Jon Brion,7.3
Trans-Millenia Music,Pauline Anna Strom,7.3
Huncho Jack, Jack Huncho,Travis ScottQuavo,6.3
Ghosts,Jeremy Enigk,7.4
Virtual Self EP,Virtual Self,5.9
Mercury’s Rainbow,Zomby,7.7
Drum Dance to the Motherland,The Khan Jamal Creative Arts Ensemble,7.3
Lower East Suite Part One,Onyx Collective,7.4
Merry Christmas Lil’ Mama: Re-Wrapped,Chance the RapperJeremih,7.7
Pressure,Jeezy,6.3
The Beautiful & Damned,G-Eazy,5.1
Quiet Storm,Shy Glizzy,7.1
Pop 2,Charli XCX,8.4
A Home on Earth EP,The Body,7.2
Revival,Eminem,5.0
The Golden Ravedays,Superpitcher,6.6
No_One Ever Really Dies,N.E.R.D.,6.2
Finding Shore,Tom RogersonBrian Eno,8.0
Rage Against the Machine,Rage Against the Machine,9.1
Diggin’ in the Carts: A Collection of Pioneering Japanese Video Game Music,Various Artists,7.5
Wyclef Jean Inspired By...,Wyclef Jean,5.0
Saturation III,BROCKHAMPTON,7.5
Fela Kuti Box Set #4,Fela Kuti,8.5
Bloodas,Tee GrizzleyLil Durk,7.4
Special Forces,Ahnnu,7.6
Tribute To 2,Jim James,6.2
Laughing at the System EP,Total Control,8.0
My House From All Angles,Mike Dunn,6.0
Say Less,Roy Wood$,6.3
Double or Nothing,Big SeanMetro Boomin,5.4
8,Statik Selektah,5.9
2 Tha Left,G Perico,7.7
Highly Rare,Makaya McCraven,7.6
Quality Control: Control the Streets, Vol. 1,Various Artists,7.9
Improvisations,Thurston MooreCharles Hayward,5.6
Too Hard,Lil Baby,6.4
Universel,Palta,7.3
Dedication,Chief Keef,7.4
From A Room: Volume 1,Chris Stapleton,7.6
Habibi Funk: An Eclectic Selection of Music From the Arab World,Various Artists,7.6
Perfect Lung,Ceramic TLIpek Gorgun,7.3
Daydream,Mariah Carey,7.9
Lex,Visible Cloaks,7.1
Book of Sound,Hypnotic Brass Ensemble,7.0
How to Solve Our Human Problems, Pt. 1,Belle and Sebastian,6.9
Pender Street Steppers,Pender Street Steppers,7.2
KIMBERLY: The People I Used to Know,K. Michelle,7.0
Buy Corals Online,Loke Rahbek & Frederik Valentin,7.2
Squeeze Box: The Complete Works of “Weird Al” Yankovic,“Weird Al” Yankovic,8.2
Or More; the Anxious,Mick Jenkins,6.7
Kingdoms Disdained,Morbid Angel,7.3
Catch These Vibes,PnB Rock,6.5
A.M.,Wilco,7.0
No Shame,Hopsin,3.5
Material Control,Glassjaw,6.6
Weighing of the Heart,Nabihah Iqbal,7.7
The Visitor,Neil YoungPromise of the Real,6.7
Perfect Angel,Minnie Riperton,9.0
Everyday Is Christmas,Sia,5.8
Zaytown Sorority Class of 2017,Zaytoven,6.2
Songs of Experience,U2,5.3
Post Self,Godflesh,8.1
cybersex,blackbear,4.1
Endless Computer,Expander,7.8
Metal Machine Music,Lou Reed,8.7
Master of Puppets,Metallica,10
Oblivion,T-Pain,6.7
Friday on Elm Street,FabolousJadakiss,6.0
Loüm,Krallice,7.6
War & Leisure,Miguel,8.1
Kick,INXS,8.4
Polygondwanaland,King Gizzard & The Lizard Wizard,7.2
Call Me By Your Name (Original Motion Picture Soundtrack),Various Artists,7.6
Yes Lawd! Remixes,NxWorries,7.4
Colón Man,Equiknoxx,8.1
Rainbow Mirror,Prurient,6.2
Wopavelli 3,Lil Wop,6.8
The Greatest Gift,Sufjan Stevens,7.2
Blue Lips,Tove Lo,7.1
4444,Sam Gendel,7.0
Plant Age,Terekke,7.9
Who Built the Moon?,Noel Gallagher's High Flying Birds,7.1
Fete Des Morts AKA Dia De Los Muertos EP,Mach-Hommy,7.9
بس ربحت, خسرت “When You Have Won, You Have Lost”,HARAM,8.0
Mount Qaf (Divine Love),Peter Matthew Bauer,7.0
Utopia,Björk,8.4
All Belief Is Paradise,Fits,7.3
No Dope on Sundays,CyHi the Prynce,6.8
Memory of a Cut Off Head,OCS,6.5
The Age of Consent,Bronski Beat,7.2
Radio Silence,Talib Kweli,6.7
Soul of a Woman,Sharon Jones and the Dap-Kings,8.0
The Fall - Singles 1978-2016,The Fall,8.4
Too Dumb for Suicide: Tim Heidecker’s Trump Songs,Tim Heidecker,6.9
The Program,Cam'ron,5.5
Low in High School,Morrissey,5.7
SYRE,Jaden Smith,5.1
Bill Brewster Presents Tribal Rites,Bill Brewster,7.8
FILM,Qasim Naqvi,7.7
Romaplasm,Baths,7.9
Bajas Fresh,Bitchin Bajas,8.0
S/T,Young Jesus,7.8
Gifts From the Ebb Tide,Coupler,7.1
Red Headed Stranger,Willie Nelson,9.3
Wasps’ Nests,The 6ths,8.5
Contributors,Contributors,7.3
Horse Blanket,Posse,7.6
This Trip,Petra Glynt,7.8
Rest,Charlotte Gainsbourg,8.7
Introduce Yerself,Gord Downie,7.4
Air Lows,Silvia Kastel,7.0
Summer Megalith,Caracara,7.7
If All I Was Was Black,Mavis Staples,7.6
Ascending a Mountain of Heavy Light,The Body & Full of Hell,7.8
New Shapes of Life,Martin Carr,7.4
The Mustard Seed,Why Khaliq,7.8
Laugh Now, Fly Later,Wiz Khalifa,5.2
Music for Nine Postcards,Hiroshi Yoshimura,8.5
Out of Range,Gun Outfit,7.1
Interiors,Quicksand,6.4
Automatic for the People,R.E.M.,9.3
No Luscious Life,Golden Teacher,6.9
Birdie,Slaughter Beach, Dog,6.8
Snapshot,Champion,6.8
Reputation,Taylor Swift,6.5
Before I Wake,Kamaiyah,7.7
Mnestic Pressure,Lee Gamble,7.0
ROME,Armand Hammer,8.1
Chelsea Girl,Nico,8.9
Stranger,Yung Lean,6.8
U-Men,U-Men,8.2
Hesaitix,M.E.S.H.,7.6
Rot,Bed Wettin' Bad Boys,7.3
Phases,Angel Olsen,7.9
Arpo,Call Super,8.0
Tauhid,Pharoah Sanders,8.2
Les Fleurs Du Mal,Rabit,7.6
Kid Kruschev,Sleigh Bells,6.4
The 1st,Willow,6.7
Backwater,Kllo,6.3
Vante EP,Curls,6.6
Red Pill Blues,Maroon 5,4.8
Noir et Blanc,Zazou/Bikaye/CY1,8.2
Anthropocene,Peter Oren,7.1
The Animal Spirits,James HoldenThe Animal Spirits,7.4
The Thrill of It All,Sam Smith,5.8
EP2,Yaeji,8.1
Do You Mind EP,SASSY 009,6.2
Time Spent Away From U,DJ Seinfeld,6.9
Savage Young Dü,Hüsker Dü,9.0
MILANO,Daniele LuppiParquet Courts,7.5
Tokorats,Jonti,5.0
Have You Been There, Have You Seen It EP,Helena Hauff,7.8
Fumbling Towards Ecstasy,Sarah McLachlan,8.2
Phantom Brickworks,Bibio,8.2
Trouble No More: The Bootleg Series Vol. 13 / 1979-1981,Bob Dylan,8.1
Bay Head,Gunn-Truscinski Duo,7.5
Fragments of a Season,Alexis GeorgopoulosJefre Cantu-Ledesma,6.8
Without Warning,21 SavageOffsetMetro Boomin,8.0
Revelations,Shamir,5.9
Superlative Fatigue,Errorsmith,7.9
Jolly New Songs,Trupa Trupa,6.7
The Dusk in Us,Converge,8.2
Under the Western Freeway,Grandaddy,8.1
I Still Am,Yo Gotti,6.1
Value,Visionist,7.0
Beach House 3,Ty Dolla $ign,7.8
Stranger Things 2 (A Netflix Original Series Soundtrack),Kyle DixonMichael Stein,7.2
The Space Between,Majid Jordan,7.4
No Pop,Odonis Odonis,8.1
Walk Among Us,Misfits,9.4
Static Age,Misfits,8.8
Danzig,Danzig,8.5
Danzig III: How the Gods Kill,Danzig,8.7
Plunge,Fever Ray,8.7
4eva Is a Mighty Long Time,Big K.R.I.T.,7.3
Punk Drunk and Trembling EP,Wild Beasts,7.0
Mirror Reaper,Bell Witch,8.0
All American Made,Margo Price,7.6
I Can Hear the Heart Beating as One,Yo La Tengo,9.7
Screen Memories,John Maus,8.0
Joli Mai,Daphni,6.8
Thinking Out Loud,Young Dolph,7.4
Sonder Son,Brent Faiyaz,6.1
Turn Out the Lights,Julien Baker,8.6
Needle Paw,Nai Palm,8.0
A flame my love, a frequency,Colleen,7.8
Play the Songs You Like,Radiator Hospital,6.0
Pacific Daydream,Weezer,4.3
Listen Without Prejudice Vol. 1,George Michael,8.8
The Best of Both Worlds,Honey Dijon,7.5
Ogilala,William Patrick Corgan,5.7
Any Other Way,Jackie Shane,8.5
It’s Alright Between Us as It Is,Lindstrøm,6.5
CCFX EP,CCFX,7.5
Tokyo Flashback,Various Artists,8.3
Super Slimey,FutureYoung Thug,7.1
Losing,Bully,7.2
Going Grey,The Front Bottoms,5.8
Death Revenge,Exhumed,6.9
Glasshouse,Jessie Ware,8.0
Anthology: Movie Themes 1974-1998,John Carpenter,8.0
Musik,William Eggleston,6.4
III,Makthaverskan,7.6
Thawing Dawn,A. Savage,7.2
The Queen Is Dead,The Smiths,10
The Saga Continues,Wu-Tang,4.5
Sis-boom-bah!,Juju & Jordash,7.5
Ruler Rebel,Christian Scott aTunde Adjuah,7.6
Beginning to Fall in Line Before Me, So Decorously, the Nature of All That Must Be Transformed,Nazoranai,7.9
ken,Destroyer,7.9
Reaching for Indigo,Circuit Des Yeux,8.2
In the City,The Jam,8.5
Humble Beast,G Herbo,7.8
Mr. Davis,Gucci Mane,7.4
The Con X: Covers,Tegan and Sara,6.5
D.K. / S.K. EP,D.K. / S.K.,6.7
As You Please,Citizen,6.5
Morning After,dvsn,7.6
Wamp 2 Dem,Giggs,7.5
Body Consonance,Byron Westbrook,7.7
Ain’t Too Long,YoungBoy Never Broke Again,7.4
Colors,Beck,6.3
There Is No Love in Fluorescent Light,Stars,7.2
Rose,Abra,6.6
Lune Rouge,TOKiMONSTA,6.8
Masseduction,St. Vincent,7.6
A Love Letter to You 2,Trippie Redd,6.4
Murderburgers,King Khan,6.4
The Magic City,Sun Ra and His Arkestra,8.5
Wrong Way Up,Brian EnoJohn Cale,8.7
Offering,Cults,6.6
For Paris,Levon Vincent,7.7
Eros in Arabia,Richard Horowitz,7.8
Exit Entrance,NHK yx koyxen,7.4
The OOZ,King Krule,9.0
Wide Open,Weaves,7.2
Shaneera EP,Fatima Al Qadiri,7.6
Nothing Valley,Melkbelly,7.5
Lotta Sea Lice,Courtney BarnettKurt Vile,7.6
Pinewood Smile,The Darkness,4.8
Tenderness,Blue Hawaii,7.2
Lil Pump,Lil Pump,6.9
Cry Cry Cry,Wolf Parade,6.7
Three Futures,Torres,8.0
Heaven Upside Down,Marilyn Manson,5.9
DEADSTAR,Smokepurpp,6.2
Damn the Torpedoes,Tom PettyThe Heartbreakers,9.2
Full Moon Fever,Tom Petty,8.1
Tom Petty and the Heartbreakers,Tom PettyThe Heartbreakers,7.0
Wildflowers,Tom Petty,8.8
For Sale: Live at Maxwell’s 1986,The Replacements,8.7
The Weather Station,The Weather Station,8.0
Fatherland,Kele Okereke,6.5
I Love You Like a Brother,Alex Lahey,7.6
Belief System,Special Request,6.4
The Carnival,Wyclef Jean,8.0
Electric Circus,Common,8.4
Red Burns,Standing on the Corner,8.0
Dreams and Daggers,Cécile McLorin Salvant,7.6
U Feel Anything?,Ziúr,7.1
Take Me Apart,Kelela,8.6
The Kid,Kaitlyn Aurelia Smith,8.1
Eternal Recurrence,Deradoorian,7.4
Josie and the Pussycats—Music from the Motion Picture,Various Artists,7.5
As You Were,Liam Gallagher,4.9
The Bigger Artist,A Boogie Wit Da Hoodie,7.0
Trip,Jhené Aiko,6.7
Multi-task,Omni,7.2
Ash,Ibeyi,8.3
Tell Me You Love Me,Demi Lovato,7.2
Neō Wax Bloom,Iglooghost,7.3
Dream Theory in Malaya: Fourth World Volume Two,Jon Hassell,8.4
New Energy,Four Tet,8.0
Hiss Spun,Chelsea Wolfe,7.2
Dark Bliss,Galcher Lustwerk,7.6
Decreation,Acephalix,7.4
Always Foreign,The World Is a Beautiful Place & I Am No Longer Afraid to Die,8.0
Visions of a Life,Wolf Alice,7.0
Relatives in Descent,Protomartyr,6.9
If Blue Could Be Happiness,Florist,7.7
Tommy EP,Klein,7.6
He’s the DJ, I’m the Rapper,DJ Jazzy Jeff & The Fresh Prince,7.2
Now,Shania Twain,6.6
DJ-Kicks,Lone,7.6
Vilseledd,God Mother,6.4
VTM,ValeeChaseTheMoney,7.3
Younger Now,Miley Cyrus,4.7
The Centre Cannot Hold,Ben Frost,7.8
La Confusion,Amadou & Mariam,7.7
Paradise,Knox Fortune,7.1
Harmony of Difference EP,Kamasi Washington,8.5
By Any Means 2,Kevin Gates,7.5
L’Rain,L’Rain,6.8
Experimental Music,Chain and the Gang,7.7
Aromanticism,Moses Sumney,8.6
V,The Horrors,7.1
Roll With the Punches,Van Morrison,6.4
Plum,Wand,7.9
Gemini,Macklemore,5.4
Young Martha EP,Young ThugCarnage,7.2
Thrice Woven,Wolves in the Throne Room,5.2
Sun Gong,Laraaji,7.3
Cold Dark Place EP,Mastodon,7.0
Fabriclive 94,Midland,8.0
Dulce Compañia,DJ Python,7.6
The Spirit of Memphis (1962-1976),Isaac Hayes,8.6
Living Water,Shannon Lay,7.8
Elastica,Elastica,8.5
Their Satanic Majesties Request,The Rolling Stones,7.8
Strange Peace,Metz,7.6
Stranger in the Alps,Phoebe Bridgers,7.0
Experiencing the Deposit of Faith,Yves Tumor,7.8
Wonderful Wonderful,The Killers,6.3
Music for the Age of Miracles,The Clientele,6.7
I’m a Harmony,Linda Perhacs,7.0
1992-2001,Acetone,8.0
Luciferian Towers,Godspeed You! Black Emperor,7.3
Hallelujah Anyhow,Hiss Golden Messenger,7.9
Brand New Abyss,The Blow,5.8
You.Know.I.Got.It (The Album),Koran Streets,7.8
Haiku From Zero,Cut Copy,6.3
ununiform,Tricky,5.1
Light Information,Chad VanGaalen,7.4
Electric Trim,Lee Ranaldo,6.5
Prophets of Rage,Prophets of Rage,4.6
Brick Body Kids Still Daydream,Open Mike Eagle,8.1
Mourn,Corbin,6.8
Son of a Lady EP,Hope Sandoval & the Warm Inventions,6.9
Concrete and Gold,Foo Fighters,6.5
Buy Muy Drugs,Buy Muy Drugs,6.8
Existence Problem EP,Marius,7.1
Parallels,Nosaj Thing,6.4
White Pony,Deftones,8.4
Half-Light,Rostam,7.2
Event Horizon,The Necessaries,8.3
Akira (Symphonic Suite),Geinoh Yamashirogumi,8.4
Discussions,Roscoe Mitchell,7.8
The Aviary,Galantis,6.4
Dedicated to Bobby Jameson,Ariel Pink,8.2
Blue Velvet (Original Motion Picture Soundtrack),Angelo Badalamenti,8.0
Wide Open,Michael McDonald,5.8
Souvenirs,Shenandoah Davis,7.6
Communicating,Hundred Waters,7.5
Deer Tick Vol. 1,Deer Tick,6.6
Ardor,BIG|BRAVE,7.6
Running Back Mastermix,Tony Humphries,7.3
Native Invader,Tori Amos,7.5
CCCLX,Lunice,5.7
The Gradual Progression,Greg Fox,7.7
Hippopotamus,Sparks,7.1
Hitchhiker,Neil Young,8.4
1992 Deluxe,Princess Nokia,6.2
A Moment Apart,Odesza,5.8
In Search of Lost Time,Partner,7.5
Love What Survives,Mount Kimbie,8.4
The Hanged Man,Ted Leo,7.7
Outrage! Is Now,Death From Above,7.3
Thx,Lomelda,8.0
MAKANDA at the End of Space, the Beginning of Time,Pierre Kwenders,7.9
Red,King Crimson,9.0
How Did I Find Myself Here?,The Dream Syndicate,6.9
Forced Witness,Alex Cameron,7.8
Out of All This Blue,The Waterboys,6.3
Sleep Well Beast,The National,8.0
Fifth Harmony,Fifth Harmony,5.3
Mountain Moves,Deerhoof,7.7
I Can’t Stand It Here on Quiet Nights: Singles 1981-82,Maximum Joy,8.4
Antisocialites,Alvvays,7.3
The Echo of Pleasure,The Pains of Being Pure at Heart,6.8
Ariadna,Kedr Livanskiy,7.4
